Region,Case Number,Case ID,Case Name,Case Type,Dispute Unit City,Dispute Unit State,Election Held Date,Num Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,Stipulated / Consent / Directed,Cert of Rep (Win),Cert of Results (Loss),Closed Date,Closed Reason,Votes for Labor Org 2,Labor Org 2 Name,Union To Certify,Votes For Labor Org3,Labor Org3
"25, 33",25-RC-346351,,"Akima Facilities Operations LLC, a wholly-owned subsidiary of Akima, LLC",RC,Peoria,IL,8/6/2024,12,0,0,United States Court Security Officers,Stipulated,WON,,9/9/2024,Certific. of Representative,9,"United Government Security Officers of America, International Union","United Government Security Officers of America, International Union",,
"25, 33",25-RC-346358,,"Akima Facilities Operations, LLC, a wholly-owned subsidiary of Akima, LLC",RC,Rock Island,IL,8/6/2024,9,0,1,United States Court Security Officers,Stipulated,WON,,9/9/2024,Certific. of Representative,2,"United Government Security Officers of America, International Union","United Government Security Officers of America, International Union",,
"25, 33",25-RC-346366,,"Akima Facilities Operations, LLC, a wholly-owned subsidiary of Akima, LLC",RC,Springfield,IL,8/6/2024,24,0,1,United States Court Security Officers,Stipulated,WON,,9/9/2024,Certific. of Representative,12,"United Government Security Officers of America, International Union","United Government Security Officers of America, International Union",,
27,27-RC-332945,,"WinCo Holdings, Inc.",RC,South Salt Lake,UT,2/7/2024,109,4,42,International Brotherhood of Teamsters Local 222,Stipulated,WON,,6/21/2024,Certific. of Representative,27,WinCo Foods #142 Hourly Employee Association,International Brotherhood of Teamsters Local 222,,
27,27-RC-346362,,Patronus Systems Inc.,RC,Pocatello,ID,8/27/2024,53,0,44,United Federation of Law Enforcement Officers Security & Police Benevolent Association (LEOS-PBA),Stipulated,WON,,9/26/2024,Certific. of Representative,0,"International Union, Security, Police and Fire Professionals of America (SPFPA)",United Federation of Law Enforcement Officers Security & Police Benevolent Association (LEOS-PBA),,
"28, 28 ABQ, 28 LV",28-RC-285574,,"Akima Global Services, LLC",RC,Florence,AZ,7/9/2024,299,3,84,"United Government Security Officers of America International Union, & Its Local 823 (UGSOA)",Stipulated,WON,,8/27/2024,Certific. of Representative,6,"International Union, Security, Police & Fire Professionals of America (SPFPA)","United Government Security Officers of America International Union, & Its Local 823 (UGSOA)",,
29,29-RC-306096,,22 Chapel Master Tenant LLC,RC,Brooklyn,NY,12/8/2022,12,0,4,SEIU Local 32BJ,Stipulated,WON,,12/19/2023,Certific. of Representative,3,"Local 670, RWDSU",,,
31,31-RC-325398,,Fiore Industries Inc.,RC,Pasadena,CA,10/17/2023,46,6,25,United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association,Stipulated,WON,,11/17/2023,Certific. of Representative,0,"INTERNATIONAL UNION, SECURITY, POLICE AND FIRE PROFESSIONALS OF AMERICA (SPFPA)",United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association,,
32,32-RC-326077,,"Westrock Services, LLC",RC,Salinas,CA,10/26/2023,100,1,88,TEAMSTERS UNION LOCAL NO. 856,Stipulated,WON,,11/8/2023,Certific. of Representative,3,Printing Packaging Production Workers Union (PPPWU) District Council 2 (Formerly GCC DC2),TEAMSTERS UNION LOCAL NO. 856,,
"01, 34",01-RC-309281,,Paragon Systems Inc.,RC,Boston,MA,5/12/2023,140,0,36,United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association,Directed,WON,,2/15/2024,Certific. of Representative,18,"International Union, Security, Police, and Fire Professionals of America (SPFPA)",United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association,14,UNITED GOVERNMENT SECURITY OFFICERS OF AMERICA AND ITS LOCAL 273
"05, 05 WDC",05-RC-320639,,Walden Security,RC,Washington,DC,3/25/2024,298,0,76,United States Court Security Officers,Stipulated,WON,,7/3/2024,Certific. of Representative,72,"United Federation of Special Police and Security Officers, Inc. Affiliated with United Federation/LEOS-PBA",United States Court Security Officers,1,"International Union, Security, Police and Fire Professionals of America (SPFPA), and its Local 439"
"05, 05 WDC",05-RC-334249,,"Golden SVCS, LLC",RC,Washington,DC,2/20/2024,41,0,6,"International Union, Security, Police & Fire Professionals of America (SPFPA)",Stipulated,WON,,3/20/2024,Certific. of Representative,4,Protective Service Officers United (PSOs United),"International Union, Security, Police & Fire Professionals of America (SPFPA)",0,Governed United Security Professionals (GUSP)
"05, 05 WDC",05-RC-344183,,"Triple Canopy, Inc., a Constellis Company",RC,Catonsville,MD,7/15/2024,353,1,93,Protective Service Officer's United (PSO's United),Stipulated,WON,,8/14/2024,Certific. of Representative,13,Governed United Security Professionals (GUSP),Protective Service Officer's United (PSO's United),7,United Career Professionals (UCP)
"18, 18 DES, 30",18-RD-346843,,"Quaker Manufacturing, LLC, a division of PepsiCo",RD,Cedar Rapids,IA,8/21/2024,150,1,77,"IAM and SMART, as Joint Representative (District Lodge 6, International Association of Machinists and Aerospace Workers, AFL-CIO and International Association of Sheet Metal, Air, Rail and Transportation Workers, Local Union #263)",Stipulated,WON,,8/28/2024,Certific. of Representative,0,"International Association of Sheet Metal, Air, Rail and Transportation Workers, Local Union #263; District Lodge 6, International Association of Machinists and Aerospace Workers, AFL-CIO; and United Brotherhood of Carpenters and Joiners of America, Local Union #2060, as Joint Representative","IAM and SMART, as Joint Representative (District Lodge 6, International Association of Machinists and Aerospace Workers, AFL-CIO and International Association of Sheet Metal, Air, Rail and Transportation Workers, Local Union #263)",67,"United Brotherhood of Carpenters and Joiners of America, Local Union #2060"
"20, 37",20-RC-343282,,"Associated Tile Contractors of Northern California, Inc.",RC,Sacramento,CA,6/27/2024,104,0,16,"Bricklayers, Tilesetters and Allied Craft Workers, Local 3",Stipulated,WON,,8/2/2024,Certific. of Representative,5,,Tile Setters and Finishers Union of Northern California,40,Tile Setters and Finishers Union of Northern California
"28, 28 ABQ, 28 LV",28-RC-300650,,"Paragon Systems Inc. and TNG Associates, LLC, Joint Employers",RC,El Paso,TX,3/13/2023,158,1,3,UNITED GOVERNMENT SECURITY OFFICERS OF AMERICA AND ITS LOCAL 318,Stipulated,WON,,7/10/2024,Certific. of Representative,37,"International Union, Security, Police and Fire Professionals of America (SPFPA)","International Union, Security, Police and Fire Professionals of America (SPFPA)",14,United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association
"01, 34",01-RC-225377,[image],"HORIZON FOOD EQUIPMENT,
INC. d/b/a HORIZON BRADCO",RC,Wilmington,MA,9/21/2018,50,19,26,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS
LOCAL 25",Directed,WON,,10/17/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-226936,[image],"Sysco Boston, LLC",RC,Plympton,MA,10/5/2018,257,81,137,"General Teamsters, Chauffeurs, Warehousemen & Helpers
of Brockton & Vicinity, Teamsters Local 653",Stipulated,WON,,11/1/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-227146,[image],"Allied Waste Services of
Massachusetts, LLC d/b/a Allied
Waste Services of Marshfield
and Republic S",RC,Marshfield,MA,10/4/2018,25,11,14,"General Teamsters, Chauffeurs, Warehousemen and
Helpers of Brockton & Vicinity, Local Union 653",Stipulated,WON,,10/12/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-227492,[image],"TALMADGE PARK
OPERATING COMPANY, LLP
d/b/a TALMADGE PARK",RC,East Haven,CT,10/11/2018,61,39,19,"District 1199, New England Health Care Employees Union,
SEIU",Stipulated,,LOSS,10/19/2018,"Certification of
Results",,,,,
"01, 34",01-RC-227574,[image],Snow Pond Arts Academy,RC,Sidney,ME,10/12/2018,14,8,4,"Snow Pond Education Association/Maine Education
Association",Directed,,LOSS,10/22/2018,"Certification of
Results",,,,,
"01, 34",01-RC-227585,[image],LAX LLC d/b/a Land Air Express,RC,Pittsfield,ME,10/11/2018,14,7,7,Teamsters Union Local No. 340,Stipulated,,LOSS,1/23/2019,"Certification of
Results",,,,,
"01, 34",01-RC-228228,[image],Allegiance Realty Corporation,RC,Danbury,CT,10/25/2018,3,0,2,"International Union of Operating Engineers Local 30, AFL-CIO",Stipulated,WON,,11/2/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-228331,[image],Lecrenski Bros. Inc.,RC,Westfield,MA,12/6/2018,24,12,11,Amalgamated Transit Union Local 448,Stipulated,,LOSS,12/14/2018,"Certification of
Results",,,,,
"01, 34",01-RC-228876,[image],Berkshire Gas Company,RC,Pittsfield,MA,11/2/2018,4,0,4,CONNECTICUT INDEPENDENT UTILITY WORKERS,Stipulated,WON,,11/13/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-229103,[image],"PROSPECT ECHN, INC.",RC,Vernon,CT,11/14/2018,154,37,73,AFT CONNECTICUT,Directed,WON,,11/29/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-229866,[image],Eversource Energy,RC,Manchester,NH,11/15/2018,5,2,3,"International Brotherhood of Electrical Workers Local Union
#1837",Directed,WON,,11/23/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-230146,[image],"4 Hazel Avenue Operations LLC
d/b/a Glendale Center",RC,Naugatuck,CT,11/16/2018,59,10,44,"NEW ENGLAND HEALTH CARE EMPLOYEES UNION,
DISTRICT 1199, SEIU",Stipulated,WON,,11/29/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-230330,[image],"Blue Tarp reDevelopment, LLC
d/b/a MGM Springfield",RC,Springfield,MA,11/27/2018,195,115,56,"MGM Springfield Casino Law Enforcement Officers
Security Union a division of the Law Enforcement Officers
Security Unions LEOSU, LEOS-PBA",Stipulated,,LOSS,3/20/2019,"Certification of
Results",,,,,
"01, 34",01-RC-230363,[image],St Luke's Hospital,RC,New Bedford,MA,11/29/2018,731,283,350,Massachusetts Nurses Association,Stipulated,WON,,8/19/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-230426,[image],"Dawn-Ra Corporation, d/b/a
Orange Rehabilitation and
Health Care Center",RC,Orange,CT,11/29/2018,6,0,6,"New England Healthcare Employees Union, District 1199,
SEIU",Stipulated,WON,,12/7/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-230891,[image],"H.S. Gere & Sons, Inc.",RC,Northampton,MA,12/12/2018,80,29,40,THE NEWSGUILD-CWA,Stipulated,WON,,12/20/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-231049,[image],Falmouth Hospital,RC,Falmouth,MA,12/11/2018,15,0,14,"United Government Security Officers of America and its
Local 300",Stipulated,WON,,12/21/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-231247,[image],"Steward St. Anne's Hospital
Corporation d/b/a Saint Anne's
Hospital",RC,Fall River,MA,12/11/2018,16,4,9,1199 SEIU UNITED HEALTHCARE WORKERS EAST,Stipulated,WON,,12/21/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-231256,[image],"Steward St. Anne's Hospital
Corporation d/b/a Saint Anne's
Hospital",RC,Fall River,MA,12/11/2018,180,31,105,1199 SEIU UNITED HEALTHCARE WORKERS EAST,Stipulated,WON,,12/21/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-231306,[image],"Steward St. Anne's Hospital
Corporation d/b/a Saint Anne's
Hospital",RC,Fall River,MA,12/11/2018,54,14,24,"1199 SEIU UNITED HEALTHCARE WORKERS EAST A/W
SERVICE EMPLOYEES INTERNATIONAL UNION",Stipulated,WON,,12/21/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-231316,[image],"Steward St. Anne's Hospital
Corporation d/b/a Saint Anne's
Hospital",RC,Fall River,MA,12/11/2018,544,138,205,1199 SEIU UNITED HEALTHCARE WORKERS EAST,Stipulated,WON,,12/21/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-231319,[image],Martha's Vineyard Hospital,RC,Oak Bluffs,MA,12/13/2018,36,9,26,"1199 SEIU UNITED HEALTHCARE WORKERS EAST A/W
SERVICE EMPLOYEES INTERNATIONAL UNION",Directed,WON,,12/21/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-231322,[image],"Davidson Hotel Company LLC
d/b/a Sheraton Stamford Hotel",RC,Stamford,CT,12/13/2018,127,32,69,"UNITE HERE INTERNATIONAL UNION, LOCAL NO. 217,
AFL-CIO",Stipulated,WON,,12/21/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-231420,[image],M & J Bus Inc.,RC,"North
Stonington",CT,12/19/2018,16,10,3,AFSCME Council 4,Consent,,LOSS,12/27/2018,"Certification of
Results",,,,,
"01, 34",01-RC-231775,[image],"Eversource Energy Service
Company",RC,Berlin,CT,12/21/2018,8,2,4,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL
WORKERS, LOCAL 457, AFL-CIO",Stipulated,WON,,12/31/2018,"Certific. of
Representative",,,,,
"01, 34",01-RC-232766,[image],"72 Salmon Brook Drive
Operations, LLC d/b/a Salmon
Brook Center",RC,Glastonbury,CT,1/11/2019,17,2,14,"NEW ENGLAND HEALTH CARE EMPLOYEES UNION,
DISTRICT 1199, SEIU",Stipulated,WON,,1/22/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-232849,[image],Durham D&M LLC,RC,Stratford,CT,1/9/2019,78,29,41,Amalgamated Transit Union Local 1336,Stipulated,WON,,1/17/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-233549,[image],"First Student, Inc.",RC,North Hampton,NH,1/25/2019,55,8,43,"International Brotherhood of Teamsters, Chauffeurs,
Warehousemen and Helpers of America, Local 633",Stipulated,WON,,2/5/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-234174,[image],"Dynegy Power, LLC",RC,Milford,CT,2/14/2019,13,5,8,International Brotherhood Of Electrical Workers Local 420,Stipulated,WON,,2/22/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-234583,[image],"Miller Protection Services, Inc.",RC,Boston,MA,2/14/2019,75,4,43,"The Protection & Response Officers of America, Inc.",Stipulated,WON,,3/18/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-234667,[image],"HOP Energy, LLC, d/b/a Valley
Oil and DDLC Energy",RC,East Hartford,CT,2/20/2019,30,13,17,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS,
LOCAL 671",Stipulated,WON,,3/1/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-234713,[image],United Ambulance Service,RC,Lewiston,ME,2/27/2019,80,37,24,International Association of EMTs and Paramedics (IAEP),Stipulated,,LOSS,3/8/2019,"Certification of
Results",,,,,
"01, 34",01-RC-234774,[image],"CONNECTICUT LIGHT &
POWER d/b/a EVERSOURCE
ENERGY",RC,Berlin,CT,2/11/2019,2,0,2,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL
WORKERS, LOCAL 457",Stipulated,WON,,2/20/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-234790,[image],Bentley University,RC,Waltham,MA,3/7/2019,9,4,5,Bentley University Public Safety Association,Directed,WON,,3/15/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-234991,[image],"Fairview of Southport, LLC",RC,Southport,CT,2/21/2019,31,1,28,"New England Health Care Employees Union, District 1199,
SEIU",Stipulated,WON,,3/1/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-235019,[image],"Trustees of Boston University
D/B/A WBUR",RC,Boston,MA,2/27/2019,117,3,73,"Screen Actors Guild - American Federation of Television
and Radio Artists (SAG-AFTRA)",Stipulated,WON,,3/7/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-235280,[image],"Allied Waste Services of
Massachusetts, LLC d/b/a Allied
Waste Services of Springfield //
Republic S",RC,Chicopee,MA,3/1/2019,47,29,18,"General Teamsters, Chauffeurs, Warehousemen and
Helpers, Building Materials, Heavy and Highway
Construction Employees Affiliated With The International
Brotherhood of Teamsters Local No. 404",Stipulated,,LOSS,3/11/2019,"Certification of
Results",,,,,
"01, 34",01-RC-235355,[image],Freedom Trail Foundation Inc.,RC,Boston,MA,2/26/2019,21,4,14,UNITE HERE LOCAL 26,Stipulated,WON,,3/6/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-235508,[image],"Dana-Farber Cancer Institute,
Inc.",RC,Boston,MA,3/4/2019,12,6,4,"INTERNATIONAL UNION OF OPERATING ENGINEERS,
LOCAL 877",Stipulated,,LOSS,3/12/2019,"Certification of
Results",,,,,
"01, 34",01-RC-235513,[image],Heorot Power Management LLC,RC,Lowell,MA,3/6/2019,6,2,4,"International Union of Operating Engineers, Local 877",Stipulated,WON,,3/14/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-235689,[image],"Dattco, Inc.",RC,New Britain,CT,3/7/2019,110,83,24,Amalgamated Transit Union,Stipulated,,LOSS,3/15/2019,"Certification of
Results",,,,,
"01, 34",01-RC-236358,[image],Berkshire Gas Company,RC,Pittisfield,MA,3/22/2019,8,0,6,CONNECTICUT INDEPENDENT UTILITY WORKERS,Stipulated,WON,,4/1/2019,Certific. of Representative,,,,,
"01, 34",01-RC-236359,[image],Regis College,RC,Weston,MA,3/27/2019,14,0,14,Regis College Public Safety Association,Directed,WON,,4/4/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-236518,[image],"Kennebec Valley Community
Action Program",RC,Augusta,ME,3/18/2019,17,3,10,"International Association of Machinists and Aerospace
Workers, District Lodge 4, AFL-CIO",Stipulated,WON,,3/27/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-236818,[image],"Rhode Island LFG Genco, LLC",RC,Johnston,RI,3/22/2019,12,8,3,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS
LOCAL 251",Stipulated,,LOSS,4/1/2019,"Certification of
Results",,,,,
"01, 34",01-RC-237370,[image],"Compass Group USA, Inc.,
d/b/a Chartwells School Dining
Services",RC,New Haven,CT,3/22/2019,17,10,4,"United Food and Commercial Workers Union, Local 919",Stipulated,,LOSS,4/2/2019,"Certification of
Results",,,,,
"01, 34",01-RC-237381,[image],First Student (Bay Path),RC,Charlton,MA,4/5/2019,17,5,12,Teamsters Union Local 170,Stipulated,WON,,4/15/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-237853,[image],First Student,RC,North Hampton,NH,4/3/2019,4,0,3,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS
LOCAL 633",Stipulated,WON,,4/11/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-238994,[image],"UMass Memorial Medical
Group, Inc.",RC,Worcester,MA,4/30/2019,6,0,4,"State Healthcare and Research Employees, AFSCME
Local 3900",Stipulated,WON,,5/8/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-239558,[image],NAES Corporation,RC,Hartford,CT,5/8/2019,40,24,16,"International Union of Operating Engineers Local 30 and
International Union of Operating Engineers Local 478",Stipulated,,LOSS,5/17/2019,"Certification of
Results",,,,,
"01, 34",01-RC-239801,[image],"Ocean State Transit, LLC",RC,"East
Providence",RI,5/8/2019,105,45,55,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS
LOCAL 251",Stipulated,WON,,5/17/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-240379,[image],Preble Street,RC,Portland,ME,5/24/2019,143,11,90,"Maine State Employees Association a/w Service
Employees International Union, Local 1989, AFL-CIO",Stipulated,WON,,6/24/2019,"Certific. of
Representative",,,,,
"01, 34",01-RC-240403,[image],"AvalonBay Communities, Inc.",RC,Fairfield,CT,5/23/2019,29,19,5,International Union of Operating Engineers Local 30,Stipulated,,LOSS,6/4/2019,"Certification of
Results",,,,,
